"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000141579.6",0,1,1,0,3,1,1,0
"ENSG00000141580.15",1933,1715,2453,1200,2284,3281,1775,1711
"ENSG00000141582.14",350,384,382,190,441,524,286,304
"ENSG00000141622.13",1,1,1,1,3,1,3,0
"ENSG00000141627.13",1039,858,1234,761,1305,1247,1041,1197
"ENSG00000141642.8",158,100,170,93,177,165,119,98
"ENSG00000141644.17",1256,974,1255,643,1320,1526,1012,994
"ENSG00000141646.13",1664,1533,1632,1231,1605,2021,1342,1575
"ENSG00000141655.16",14,18,28,4,5,4,20,14
"ENSG00000141664.9",346,248,258,276,465,444,276,345
"ENSG00000141665.11",34,25,39,21,54,51,41,32
"ENSG00000141682.11",73,86,83,57,144,94,88,115
"ENSG00000141696.12",450,354,532,305,674,708,463,394
"ENSG00000141698.16",604,542,820,458,740,820,597,549
"ENSG00000141699.10",982,951,1145,951,1114,1567,890,1074
"ENSG00000141736.13",1715,1569,2346,1365,1924,2956,1785,2057
"ENSG00000141738.13",3,1,8,1,1,1,5,8
"ENSG00000141741.11",470,481,527,369,565,829,391,525
"ENSG00000141744.3",0,0,0,2,0,0,0,4
"ENSG00000141748.12",3,3,2,3,3,1,1,2
"ENSG00000141750.6",5,3,3,2,3,3,3,3
"ENSG00000141753.6",61659,51869,69927,32935,175127,177982,56784,42350
"ENSG00000141756.18",7191,5794,6577,3514,8051,8736,6271,5839
"ENSG00000141759.14",494,460,577,378,523,818,418,441
"ENSG00000141837.19",158,142,182,61,824,931,402,294
"ENSG00000141854.9",26,29,36,27,20,20,30,31
"ENSG00000141858.11",385,368,355,212,346,355,348,304
"ENSG00000141867.17",1351,1924,1593,1088,1540,2389,1186,1692
"ENSG00000141873.10",377,311,344,203,339,496,316,286
"ENSG00000141905.18",4374,4748,4739,2857,4503,6222,3833,4321
"ENSG00000141933.9",193,229,147,87,164,202,178,183
"ENSG00000141934.9",99,72,87,38,33,26,63,38
"ENSG00000141946.1",3,0,4,1,1,1,0,1
"ENSG00000141956.13",223,147,228,94,264,299,169,157
"ENSG00000141959.16",3713,2672,3749,1751,3417,6351,2853,2974
"ENSG00000141965.4",59,72,81,43,117,135,81,78
"ENSG00000141968.7",0,1,2,1,1,3,3,1
"ENSG00000141971.12",428,411,432,263,397,555,312,389
"ENSG00000141979.4",0,0,0,0,0,2,0,0
"ENSG00000141985.9",2181,2388,2055,1246,2094,2938,1809,2255
"ENSG00000141994.15",239,229,253,113,203,342,213,247
"ENSG00000142002.16",1433,1737,1511,1068,1571,2714,1139,1674
"ENSG00000142025.15",0,1,1,0,1,1,1,0
"ENSG00000142039.3",599,581,702,372,607,745,543,575
"ENSG00000142046.14",255,264,197,139,205,253,135,246
"ENSG00000142065.13",183,108,172,89,159,148,186,115
"ENSG00000142082.14",313,273,471,256,361,423,314,306
"ENSG00000142089.15",8687,8198,10443,6406,10491,13355,8363,8913
"ENSG00000142102.15",563,707,573,371,652,1142,412,607
"ENSG00000142149.8",99,48,69,15,24,14,69,30
"ENSG00000142156.14",68321,60319,94687,45199,94930,107655,80229,76403
"ENSG00000142166.12",2276,1866,2689,1508,2747,2857,2046,2167
"ENSG00000142168.14",2687,2691,4036,2360,4004,4623,2615,3023
"ENSG00000142173.14",85246,65980,113685,57711,100781,122415,94315,91233
"ENSG00000142178.7",21,12,31,10,6,0,7,11
"ENSG00000142185.16",1,0,0,0,1,1,1,0
"ENSG00000142186.16",1836,1806,2221,1190,2432,3333,1722,1937
"ENSG00000142188.16",950,844,757,583,772,1608,610,674
"ENSG00000142192.20",28754,23306,35837,17013,29900,33141,26338,25658
"ENSG00000142197.12",301,214,361,232,325,513,387,383
"ENSG00000142207.6",883,720,897,537,1044,1551,738,810
"ENSG00000142208.15",2961,2932,3001,1817,2803,4230,2313,2853
"ENSG00000142224.15",0,1,0,1,2,8,2,1
"ENSG00000142227.10",3054,2038,3258,1114,2991,2449,2588,1555
"ENSG00000142230.11",1719,1518,1887,1133,1944,2325,1604,1439
"ENSG00000142233.11",11,2,14,2,13,14,5,6
"ENSG00000142235.8",7,6,9,9,18,18,12,11
"ENSG00000142252.10",151,149,161,109,175,202,131,131
"ENSG00000142279.12",478,512,597,544,558,1056,518,816
"ENSG00000142303.13",452,339,476,229,496,455,395,336
"ENSG00000142319.17",0,4,0,0,1,0,2,2
"ENSG00000142327.12",879,1134,968,829,893,1635,783,1281
"ENSG00000142330.19",262,252,266,153,237,359,180,238
"ENSG00000142347.16",28,13,30,12,27,34,16,18
"ENSG00000142396.10",462,397,530,310,633,735,430,449
"ENSG00000142405.21",9,5,4,3,9,12,4,6
"ENSG00000142408.4",21,31,22,15,305,329,65,60
"ENSG00000142409.5",328,246,304,139,293,364,245,259
"ENSG00000142444.6",174,161,179,108,199,201,185,155
"ENSG00000142453.11",1363,1148,1390,628,1647,1759,1343,1129
"ENSG00000142459.8",634,438,824,325,779,766,585,476
"ENSG00000142494.13",46,31,76,20,28,17,15,22
"ENSG00000142507.9",1173,897,1208,587,1135,1284,787,729
"ENSG00000142511.4",0,0,0,0,0,0,2,0
"ENSG00000142512.14",0,6,4,4,2,2,7,5
"ENSG00000142513.5",0,0,2,1,0,0,2,0
"ENSG00000142528.15",143,133,184,111,193,224,155,129
"ENSG00000142530.10",6,3,8,0,6,4,3,5
"ENSG00000142534.6",17702,16761,18734,9293,17933,19569,13446,13619
"ENSG00000142541.16",40502,39591,38908,18905,36388,40636,28344,26539
"ENSG00000142544.6",32,47,32,16,30,54,31,52
"ENSG00000142546.13",499,519,542,299,509,640,410,437
"ENSG00000142549.9",1,1,1,1,2,0,1,0
"ENSG00000142552.7",1956,1511,2092,1130,1949,2465,1792,1626
"ENSG00000142556.18",206,168,235,116,250,268,181,164
"ENSG00000142583.17",140,39,209,107,85,350,56,41
"ENSG00000142599.17",2695,2674,3821,1941,3066,4366,2931,3201
"ENSG00000142606.15",9,1,2,8,1,21,1,4
"ENSG00000142609.17",8,10,8,5,16,11,4,4
"ENSG00000142611.16",85,62,69,24,44,48,48,43
"ENSG00000142615.7",1,0,1,0,0,0,3,0
"ENSG00000142621.19",1,0,0,0,4,3,2,1
"ENSG00000142623.9",0,0,2,1,0,3,0,0
"ENSG00000142627.12",39,27,91,48,66,72,87,87
"ENSG00000142632.16",33,75,124,109,89,210,45,95
"ENSG00000142634.12",509,611,486,349,588,939,510,712
"ENSG00000142655.12",341,299,384,193,370,498,259,289
"ENSG00000142657.20",3007,2920,3644,2142,4292,3545,2059,2589
"ENSG00000142661.18",11,8,9,4,18,8,6,7
"ENSG00000142669.14",2371,1926,3466,2075,2854,3594,2504,2311
"ENSG00000142675.17",3,6,5,2,3,3,2,8
"ENSG00000142676.12",13832,12992,15468,7723,14357,15357,10596,9906
"ENSG00000142677.3",11,8,12,15,5,15,8,36
"ENSG00000142684.8",138,163,153,75,151,242,95,107
"ENSG00000142686.7",696,611,720,440,718,807,665,642
"ENSG00000142687.17",1904,1544,2505,1311,2564,2666,1569,1906
"ENSG00000142694.6",1032,927,1069,494,919,1426,1210,1081
"ENSG00000142698.14",6,9,1,2,5,3,3,2
"ENSG00000142700.11",2,5,39,18,3,4,24,32
"ENSG00000142731.10",28,16,44,11,27,18,24,22
"ENSG00000142733.14",842,869,784,505,672,1061,728,1097
"ENSG00000142748.12",1,0,0,2,2,3,2,2
"ENSG00000142751.14",570,600,648,483,725,909,577,661
"ENSG00000142765.17",4,6,3,2,8,15,3,3
"ENSG00000142784.15",1471,1357,1847,1259,1755,2281,1421,1938
"ENSG00000142794.18",840,1054,1232,696,881,1705,719,1100
"ENSG00000142798.17",13066,12782,25020,10050,13729,22905,17202,18207
"ENSG00000142856.16",210,196,239,129,149,185,221,160
"ENSG00000142864.14",4798,6281,5375,4333,5421,7253,4320,6060
"ENSG00000142867.12",400,316,392,233,382,454,291,290
"ENSG00000142871.16",1702,3017,4003,6195,2445,15354,1995,8630
"ENSG00000142875.19",1196,682,1305,545,1622,1257,1150,740
"ENSG00000142892.14",1231,1097,1540,1065,1401,1598,1069,1401
"ENSG00000142910.15",8,17,213,208,200,476,32,65
"ENSG00000142920.16",51,45,62,23,94,97,33,32
"ENSG00000142937.11",20154,19019,21202,10390,18107,20681,14137,13749
"ENSG00000142945.12",33,39,23,18,19,28,30,21
"ENSG00000142949.16",1975,1080,3248,1207,2957,4298,2038,1927
"ENSG00000142959.4",3,3,10,2,8,8,2,3
"ENSG00000142961.14",365,386,417,273,451,457,379,424
"ENSG00000142973.13",0,1,1,0,0,2,3,4
"ENSG00000143001.4",0,3,4,9,2,2,0,9
"ENSG00000143013.12",1874,1264,2102,972,1888,1564,1535,1259
"ENSG00000143028.8",37,52,92,145,26,88,93,218
"ENSG00000143033.17",182,111,186,99,212,229,151,118
"ENSG00000143036.16",89,107,148,131,56,112,88,124
"ENSG00000143061.17",15,4,6,4,3,4,4,2
"ENSG00000143067.4",314,205,297,89,368,265,214,113
"ENSG00000143079.14",1319,1186,1582,960,2035,3696,1031,1299
"ENSG00000143093.14",1068,887,1132,627,1230,1411,903,991
"ENSG00000143106.12",919,1055,1109,897,974,1719,784,1061
"ENSG00000143107.8",0,1,1,0,0,0,0,0
"ENSG00000143110.11",6,9,8,4,7,10,7,7
"ENSG00000143125.5",0,4,0,2,0,4,0,3
"ENSG00000143126.7",47,27,105,66,60,99,68,56
"ENSG00000143127.12",15,113,25,513,44,641,87,704
"ENSG00000143147.14",1340,1445,1231,863,1402,1601,1109,1541
"ENSG00000143149.12",2619,2887,3241,1822,3381,3501,1886,1920
"ENSG00000143153.12",74,90,357,387,132,268,395,531
"ENSG00000143155.12",851,888,1016,670,1043,1124,767,851
"ENSG00000143156.13",272,232,389,212,326,277,231,250
"ENSG00000143157.11",849,821,846,610,865,1105,723,894
"ENSG00000143158.10",636,523,822,364,990,878,586,486
"ENSG00000143162.7",3701,3209,3343,2282,4355,4883,2549,2690
"ENSG00000143164.15",2163,2354,2964,2069,3548,4783,2111,3004
"ENSG00000143171.12",2,1,0,0,0,0,3,0
"ENSG00000143178.12",70,74,98,69,79,80,69,83
"ENSG00000143179.14",703,754,841,555,882,1761,635,659
"ENSG00000143183.16",1167,1200,1552,1015,1751,2281,1086,1181
"ENSG00000143184.4",0,0,1,0,0,1,0,0
"ENSG00000143190.21",338,271,388,224,406,393,376,363
"ENSG00000143195.12",2,2,3,1,2,2,2,1
"ENSG00000143196.4",644,1186,1908,2143,209,764,2325,3600
"ENSG00000143198.12",1459,1308,1666,975,1689,2103,1209,1254
"ENSG00000143199.17",3,4,3,2,5,4,0,3
"ENSG00000143207.19",557,427,578,430,603,680,483,501
"ENSG00000143217.8",2,5,5,2,8,1,4,1
"ENSG00000143222.11",1001,884,1265,697,1202,1368,893,896
"ENSG00000143224.17",184,147,171,108,158,157,169,182
"ENSG00000143226.13",21,12,72,19,59,31,52,28
"ENSG00000143228.12",15,11,12,8,10,16,11,12
"ENSG00000143248.12",76,68,199,99,189,165,106,78
"ENSG00000143252.14",2466,2044,2523,1695,2387,2838,1750,1905
"ENSG00000143256.4",302,319,310,191,416,481,213,236
"ENSG00000143257.11",3,11,5,3,11,11,5,7
"ENSG00000143258.15",468,319,485,206,430,345,341,352
"ENSG00000143294.14",717,655,840,464,976,980,573,611
"ENSG00000143297.18",5,7,8,10,13,23,14,6
"ENSG00000143303.11",279,289,349,189,306,377,270,345
"ENSG00000143314.12",505,567,485,280,477,637,372,364
"ENSG00000143315.6",320,216,326,176,324,428,261,258
"ENSG00000143318.12",0,1,12,4,5,6,4,4
"ENSG00000143319.16",399,372,485,252,463,601,364,350
"ENSG00000143320.8",2189,734,3623,488,1932,911,2123,649
"ENSG00000143321.18",3427,3112,4132,2018,4204,4540,3230,2709
"ENSG00000143322.19",1051,1078,1141,933,1083,1875,835,1472
"ENSG00000143324.13",1056,734,1192,688,1585,1408,877,1034
"ENSG00000143333.6",12,25,9,10,14,33,10,14
"ENSG00000143337.18",3514,3386,4476,2918,3917,4675,3660,4176
"ENSG00000143340.6",0,1,2,0,3,1,2,1
"ENSG00000143341.11",1570,796,2511,987,1796,1945,2764,2284
"ENSG00000143344.15",1317,563,2005,415,1741,1225,1295,634
"ENSG00000143353.11",225,248,284,192,219,308,189,246
"ENSG00000143363.15",321,229,309,209,346,345,267,277
"ENSG00000143365.17",0,1,1,2,0,1,1,1
"ENSG00000143367.15",128,94,521,172,245,254,195,205
"ENSG00000143368.9",1033,1017,1029,644,1096,1483,777,855
"ENSG00000143369.14",3647,2571,6295,3614,4450,4577,5910,6032
"ENSG00000143373.17",635,465,655,313,684,756,538,519
"ENSG00000143374.16",365,290,373,185,302,365,277,282
"ENSG00000143375.14",2,6,1,2,3,1,4,5
"ENSG00000143376.12",802,744,811,542,1009,1143,742,818
"ENSG00000143379.12",582,492,782,428,783,893,534,577
"ENSG00000143382.14",2257,3990,3680,3398,1869,3540,3093,6618
"ENSG00000143384.12",5268,6320,5234,5201,5513,8632,4440,7424
"ENSG00000143387.12",22732,17120,46573,27711,47927,48137,29908,31104
"ENSG00000143390.17",858,634,794,336,1067,897,607,420
"ENSG00000143393.16",2019,1701,2239,1054,2549,2333,1840,1521
"ENSG00000143398.19",1020,1181,1315,992,1418,2181,926,1241
"ENSG00000143401.14",590,444,788,410,689,705,588,447
"ENSG00000143409.15",528,346,683,340,556,431,529,496
"ENSG00000143412.9",70,52,77,48,71,56,75,72
"ENSG00000143416.20",1853,1375,2104,738,1693,1180,1484,791
"ENSG00000143418.19",3516,3653,4026,2700,4099,4761,3224,3966
"ENSG00000143420.18",1637,1407,1786,946,1663,1721,1358,1233
"ENSG00000143429.10",257,249,459,189,128,147,150,107
"ENSG00000143434.15",144,201,121,134,146,236,139,334
"ENSG00000143436.10",486,444,489,306,611,601,428,373
"ENSG00000143437.20",2068,1763,2098,1318,2364,2739,1789,1933
"ENSG00000143442.21",1283,939,1577,791,1679,1783,1235,1075
"ENSG00000143443.9",138,87,137,84,181,115,108,124
"ENSG00000143450.16",16,12,22,6,19,23,16,19
"ENSG00000143452.15",1,0,0,0,2,2,0,0
"ENSG00000143457.10",569,425,717,410,687,693,619,525
"ENSG00000143458.11",311,344,402,325,436,568,290,299
"ENSG00000143469.18",159,96,325,175,236,208,331,202
"ENSG00000143473.12",3,4,4,3,7,6,5,6
"ENSG00000143476.17",27,13,23,10,23,11,14,14
"ENSG00000143479.15",244,180,282,141,324,413,193,195
"ENSG00000143486.15",1525,1351,1803,857,1498,1623,1155,1097
"ENSG00000143493.12",430,296,436,147,477,363,298,204
"ENSG00000143494.15",44,8,30,8,58,5,40,7
"ENSG00000143498.17",125,68,113,33,139,124,103,73
"ENSG00000143499.13",335,330,306,249,394,598,277,326
"ENSG00000143507.17",542,221,403,105,541,289,420,165
"ENSG00000143512.12",6,4,11,2,29,9,16,5
"ENSG00000143514.16",1099,945,1079,856,1343,1423,967,1188
"ENSG00000143515.16",9356,7469,9251,5921,8521,9980,9053,10248
"ENSG00000143520.6",4,6,7,1,5,2,2,2
"ENSG00000143537.13",1608,1415,1712,936,1545,1790,1315,1555
"ENSG00000143543.14",1521,1308,1361,927,1213,1808,1285,1327
"ENSG00000143545.8",4469,4495,5046,3382,5924,6861,4592,4799
"ENSG00000143549.19",3593,3995,4551,3109,4072,7309,3245,3957
"ENSG00000143552.9",1,2,5,0,1,0,1,0
"ENSG00000143553.10",512,429,638,340,645,652,454,457
"ENSG00000143554.13",403,386,437,246,218,382,408,456
"ENSG00000143556.8",0,0,0,0,0,2,3,5
"ENSG00000143569.18",3879,3748,4422,2641,4800,6453,3265,3887
"ENSG00000143570.17",2079,2160,2382,1667,2323,3487,1818,2447
"ENSG00000143575.14",877,762,1068,550,1005,1125,717,736
"ENSG00000143578.15",129,111,149,122,136,108,124,138
"ENSG00000143590.13",26,22,32,9,26,39,21,14
"ENSG00000143603.18",2,6,5,0,5,1,3,3
"ENSG00000143612.19",2677,2563,2724,1940,2952,3796,2095,2577
"ENSG00000143614.9",651,561,669,484,792,819,593,666
"ENSG00000143621.16",1637,1295,1881,1016,1928,2007,1298,1161
"ENSG00000143622.10",340,306,445,274,443,475,330,294
"ENSG00000143624.13",2814,2094,3032,1448,2848,3044,2222,2333
"ENSG00000143630.9",122,96,97,54,94,73,95,103
"ENSG00000143631.10",417,213,230,54,50,43,197,139
"ENSG00000143632.14",0,3,2,1,1,1,0,0
"ENSG00000143633.12",98,119,147,91,138,175,104,119
"ENSG00000143641.9",5691,6172,5428,3633,6639,9177,4980,5811
"ENSG00000143643.12",163,153,210,215,209,292,184,286
"ENSG00000143653.9",910,750,1273,644,1075,1262,768,790
"ENSG00000143669.13",1100,882,860,581,1243,1153,907,1029
"ENSG00000143674.10",6,4,2,1,2,5,5,3
"ENSG00000143702.15",2649,1601,3004,1172,3333,2714,2721,2297
"ENSG00000143727.15",973,858,1102,744,1136,1452,789,887
"ENSG00000143740.14",629,373,697,280,719,640,573,444
"ENSG00000143742.12",2587,2150,2492,1616,2746,3165,2069,1876
"ENSG00000143748.17",305,184,394,172,378,369,268,205
"ENSG00000143751.9",249,219,277,150,298,320,246,194
"ENSG00000143753.12",2012,2333,2419,1814,2842,4696,1937,2417
"ENSG00000143756.11",870,705,1023,648,1099,1424,778,888
"ENSG00000143761.15",5395,5886,6179,3910,5951,9128,4632,6320
"ENSG00000143768.12",0,0,0,0,1,0,1,1
"ENSG00000143771.11",858,1013,986,868,899,1560,678,1042
"ENSG00000143772.9",1979,1026,1587,626,1528,669,1766,961
"ENSG00000143774.16",2196,2150,2465,1300,2279,3202,1910,2022
"ENSG00000143776.18",2295,2209,2950,1700,3133,3534,2179,2276
"ENSG00000143786.7",138,40,115,28,147,58,146,45
"ENSG00000143793.12",174,152,152,105,136,223,140,156
"ENSG00000143797.11",742,549,983,565,1047,945,806,767
"ENSG00000143799.12",1758,1596,1804,926,1868,2386,1500,1417
"ENSG00000143801.16",177,172,294,178,343,434,237,317
"ENSG00000143811.18",671,757,721,527,706,1120,553,760
"ENSG00000143815.14",670,704,414,310,648,648,492,489
"ENSG00000143816.7",133,138,155,74,109,99,143,152
"ENSG00000143819.12",2194,1982,2663,1659,4029,3472,2115,1967
"ENSG00000143839.14",0,0,5,0,5,5,2,1
"ENSG00000143842.14",172,183,195,122,185,223,197,253
"ENSG00000143845.14",254,232,283,245,233,311,268,443
"ENSG00000143847.15",483,231,579,143,572,1210,580,226
"ENSG00000143850.13",479,194,916,202,1447,1488,647,275
"ENSG00000143851.15",9,15,6,5,9,8,4,6
"ENSG00000143858.11",2,2,5,4,12,7,6,5
"ENSG00000143862.7",466,550,536,434,509,698,420,604
"ENSG00000143867.6",867,1178,1333,462,595,1117,925,759
"ENSG00000143869.6",86,243,246,349,140,1222,129,249
"ENSG00000143870.12",6364,4605,5988,3303,5711,8613,4404,3688
"ENSG00000143878.9",1938,4482,2841,3330,2724,5319,1410,4672
"ENSG00000143882.10",16,16,23,14,13,32,16,15
"ENSG00000143889.15",907,607,855,401,865,913,631,521
"ENSG00000143891.16",744,305,769,222,757,384,728,355
"ENSG00000143919.14",89,73,137,65,122,87,94,79
"ENSG00000143924.18",1008,720,1226,553,1315,1692,900,738
"ENSG00000143933.16",5331,4596,8006,4589,7802,11094,5454,5177
"ENSG00000143942.4",8,18,11,14,15,29,6,13
"ENSG00000143947.13",10017,9893,8322,5298,7371,9457,6593,6252
"ENSG00000143951.15",154,127,203,114,201,208,174,155
"ENSG00000143952.19",572,523,634,421,900,985,582,528
"ENSG00000143970.16",1523,1173,1703,837,1845,2186,1524,1587
"ENSG00000143971.7",390,424,516,330,510,667,373,440
"ENSG00000143977.13",410,432,438,292,513,709,352,327
"ENSG00000143994.13",14,16,39,8,14,16,15,12
"ENSG00000143995.19",2141,1755,2324,979,2311,2690,1592,1326
"ENSG00000144010.9",0,11,0,0,0,0,1,0
"ENSG00000144015.4",0,6,0,0,0,0,0,0
"ENSG00000144021.2",1136,989,1508,785,1568,1733,1044,1062
"ENSG00000144026.11",277,190,288,153,415,416,332,268
"ENSG00000144028.14",4856,3668,5450,2530,5940,6407,4056,3946
"ENSG00000144029.11",642,604,674,437,846,1015,497,555
"ENSG00000144031.11",57,57,54,37,78,97,63,71
"ENSG00000144034.14",186,112,163,73,189,205,141,107
"ENSG00000144035.3",0,0,1,0,1,0,0,1
"ENSG00000144036.15",1620,1178,1972,946,1926,1735,1608,1293
"ENSG00000144040.12",287,229,342,135,300,288,258,172
"ENSG00000144043.11",3622,3521,3802,2576,3668,4299,3121,3381
"ENSG00000144045.13",0,0,1,0,0,2,0,0
"ENSG00000144048.10",428,377,404,290,506,552,357,344
"ENSG00000144057.15",2,0,3,5,4,8,3,5
"ENSG00000144061.12",156,93,225,101,229,198,206,155
"ENSG00000144063.3",86,30,165,40,60,58,209,83
"ENSG00000144115.16",783,833,540,421,255,383,346,417
"ENSG00000144118.13",1025,1058,1203,871,1120,1589,982,1193
"ENSG00000144120.12",74,49,88,32,91,78,71,29
"ENSG00000144134.18",305,256,386,203,433,443,304,252
"ENSG00000144136.10",744,496,1064,408,862,868,836,499
"ENSG00000144152.12",43,43,64,35,37,53,54,69
"ENSG00000144161.12",116,62,155,76,180,132,120,82
"ENSG00000144182.16",51,44,104,54,73,71,54,55
"ENSG00000144188.9",1,4,0,0,0,0,0,0
"ENSG00000144191.11",2,1,199,105,0,2,3,2
"ENSG00000144199.11",204,134,153,102,124,154,129,145
"ENSG00000144214.9",8,8,10,6,11,12,6,8
"ENSG00000144218.18",20,8,18,13,48,32,13,6
"ENSG00000144224.16",3173,2639,3404,1986,3905,4271,2959,2931
"ENSG00000144228.8",418,507,434,418,480,796,361,502
"ENSG00000144229.11",0,0,0,0,0,2,0,0
"ENSG00000144230.16",22,28,13,10,6,25,3,12
"ENSG00000144231.10",385,372,403,255,423,569,303,319
"ENSG00000144233.9",579,603,651,487,685,989,522,720
"ENSG00000144278.14",7,4,2,3,0,1,3,0
"ENSG00000144283.21",1124,944,1916,910,1793,2339,1205,1231
"ENSG00000144285.18",31,18,38,26,31,189,18,36
"ENSG00000144290.16",2,1,2,1,1,4,2,3
"ENSG00000144306.14",546,360,607,270,659,616,460,426
"ENSG00000144320.13",1762,1702,1856,1493,2053,2595,1594,2240
"ENSG00000144331.18",0,0,3,2,1,0,2,0
"ENSG00000144339.11",11,6,52,13,56,27,20,13
"ENSG00000144354.13",51,51,46,8,41,72,23,16
"ENSG00000144355.14",0,1,6,3,4,7,4,1
"ENSG00000144357.16",1017,1024,1255,956,1277,1762,989,1232
"ENSG00000144362.11",51,66,63,90,69,287,50,159
"ENSG00000144366.15",1161,1112,1261,662,1034,1155,1749,1134
"ENSG00000144369.12",1893,701,1857,498,2365,1015,1843,633
"ENSG00000144381.16",2453,2160,2824,1473,2997,3700,2158,1926
"ENSG00000144395.17",31,52,27,28,45,40,28,29
"ENSG00000144401.14",221,234,306,153,253,290,271,194
"ENSG00000144406.18",42,41,87,44,80,98,58,48
"ENSG00000144410.4",3,4,9,2,8,7,4,3
"ENSG00000144426.18",559,448,642,329,624,1057,594,729
"ENSG00000144445.16",412,388,442,333,490,530,330,431
"ENSG00000144451.18",250,161,254,150,276,326,199,184
"ENSG00000144452.14",8,2,9,3,6,3,4,0
"ENSG00000144455.13",1779,1461,2102,1252,1705,2050,1739,1684
"ENSG00000144460.12",2,1,5,2,2,1,1,1
"ENSG00000144468.16",638,542,783,432,877,1002,644,631
"ENSG00000144476.5",1758,1212,1799,917,1182,905,1716,2117
"ENSG00000144481.16",4,5,5,0,6,1,2,2
"ENSG00000144485.10",16,34,32,22,16,38,28,28
"ENSG00000144488.14",147,94,82,18,5,7,40,16
"ENSG00000144504.15",133,115,183,106,174,188,149,121
"ENSG00000144524.17",515,426,768,356,653,640,532,437
"ENSG00000144535.19",259,231,243,163,284,417,232,240
"ENSG00000144550.12",2,0,3,0,2,1,0,0
"ENSG00000144554.10",58,54,59,44,68,59,42,47
"ENSG00000144559.10",127,116,158,81,127,161,121,102
"ENSG00000144560.14",900,940,986,540,1227,1186,776,955
"ENSG00000144566.10",1024,952,1275,880,1377,1728,961,1069
"ENSG00000144567.10",2739,2305,2857,1685,2853,2900,2593,2531
"ENSG00000144579.7",2022,1842,2043,1151,1929,2454,1753,1813
"ENSG00000144580.13",590,512,629,327,641,825,459,456
"ENSG00000144583.4",104,135,326,231,122,366,116,233
"ENSG00000144589.21",323,291,362,206,292,441,247,257
"ENSG00000144591.18",884,692,825,355,764,1153,602,559
"ENSG00000144596.12",7,0,11,3,5,0,1,1
"ENSG00000144597.13",284,252,346,203,424,536,281,302
"ENSG00000144619.14",2,0,2,2,2,2,0,2
"ENSG00000144635.8",662,614,644,430,877,858,489,540
"ENSG00000144642.21",1208,1287,1520,1174,1621,2123,1157,1390
"ENSG00000144644.14",43,13,50,8,29,23,47,20
"ENSG00000144645.13",164,121,171,57,214,251,127,91
"ENSG00000144647.5",776,798,691,401,526,563,514,611
"ENSG00000144648.15",17,31,14,24,20,28,17,91
"ENSG00000144649.8",223,403,135,100,15,39,75,187
"ENSG00000144655.14",131,122,84,61,99,188,106,98
