"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_24_P317719"	"1"	"0.264933"	"-1.2274591"	"-4.59"	"-0.76441092"	"WHSC1L1"	"Wolf-Hirschhorn syndrome candidate 1-like 1"
"A_24_P230521"	"1"	"0.264947"	"-1.2274205"	"-4.59"	"-0.72514572"	"GPSM3"	"G-protein signaling modulator 3"
"A_24_P325046"	"1"	"0.264969"	"1.2273574"	"-4.59"	"0.67229207"	"ZCCHC7"	"zinc finger CCHC-type containing 7"
"A_32_P132883"	"1"	"0.264991"	"1.2272954"	"-4.59"	"0.55731827"	""	""
"A_23_P502047"	"1"	"0.264992"	"1.2272924"	"-4.59"	"0.6606269"	"CHRD"	"chordin"
"A_24_P24002"	"1"	"0.265137"	"1.2268776"	"-4.59"	"0.77669811"	""	""
"A_23_P202219"	"1"	"0.2652"	"1.2266982"	"-4.59"	"0.58076697"	"CALHM2"	"calcium homeostasis modulator 2"
"A_23_P76799"	"1"	"0.265299"	"-1.2264159"	"-4.59"	"-0.61247005"	"BAZ1A"	"bromodomain adjacent to zinc finger domain 1A"
"A_23_P41304"	"1"	"0.265334"	"-1.2263163"	"-4.59"	"-0.59514935"	"GYPE"	"glycophorin E (MNS blood group)"
"A_24_P930756"	"1"	"0.265345"	"-1.2262832"	"-4.59"	"-1.88189041"	"SCML4"	"sex comb on midleg-like 4 (Drosophila)"
"A_24_P916586"	"1"	"0.265379"	"1.2261868"	"-4.59"	"0.89570804"	"BICD1"	"BICD cargo adaptor 1"
"A_23_P314712"	"1"	"0.265385"	"-1.2261701"	"-4.59"	"-0.71572524"	"CABYR"	"calcium binding tyrosine phosphorylation regulated"
"A_23_P68300"	"1"	"0.265405"	"1.2261121"	"-4.59"	"0.81813585"	"EPT1"	"ethanolaminephosphotransferase 1"
"A_23_P395460"	"1"	"0.265443"	"1.2260028"	"-4.59"	"0.62635287"	"KIF1A"	"kinesin family member 1A"
"A_24_P925673"	"1"	"0.265449"	"-1.2259854"	"-4.59"	"-1.26076048"	""	""
"A_23_P24577"	"1"	"0.265509"	"1.2258145"	"-4.59"	"0.56524428"	""	""
"A_24_P206343"	"1"	"0.265512"	"1.225806"	"-4.59"	"0.56788849"	"MYO1G"	"myosin IG"
"A_23_P371463"	"1"	"0.265558"	"-1.2256752"	"-4.59"	"-0.8780783"	""	""
"A_23_P164436"	"1"	"0.265627"	"-1.2254799"	"-4.59"	"-1.61911654"	"ASPA"	"aspartoacylase"
"A_24_P108262"	"1"	"0.265634"	"-1.2254587"	"-4.59"	"-1.83865776"	"SDK2"	"sidekick cell adhesion molecule 2"
"A_23_P301138"	"1"	"0.265648"	"-1.2254203"	"-4.59"	"-0.61774012"	"IP6K2"	"inositol hexakisphosphate kinase 2"
"A_23_P345973"	"1"	"0.265656"	"-1.2253953"	"-4.59"	"-0.68022996"	"ZBTB7C"	"zinc finger and BTB domain containing 7C"
"A_24_P148762"	"1"	"0.265692"	"1.2252945"	"-4.59"	"1.25992067"	"IL1RAP"	"interleukin 1 receptor accessory protein"
"A_32_P104572"	"1"	"0.265709"	"-1.2252437"	"-4.59"	"-0.82875734"	""	""
"A_32_P145039"	"1"	"0.265778"	"-1.2250487"	"-4.59"	"-0.99380743"	"ALDH1A3"	"aldehyde dehydrogenase 1 family member A3"
"A_24_P144504"	"1"	"0.265824"	"-1.2249171"	"-4.59"	"-0.60285419"	"BRCC3"	"BRCA1/BRCA2-containing complex subunit 3"
"A_24_P110937"	"1"	"0.265839"	"-1.2248744"	"-4.59"	"-0.73681345"	""	""
"A_23_P51926"	"1"	"0.265843"	"1.2248631"	"-4.59"	"0.58700878"	"PTAFR"	"platelet activating factor receptor"
"A_24_P75190"	"1"	"0.265874"	"1.2247759"	"-4.59"	"0.74219197"	"HBD"	"hemoglobin subunit delta"
"A_24_P525917"	"1"	"0.265961"	"-1.2245258"	"-4.59"	"-0.58590334"	"NFATC2"	"nuclear factor of activated T-cells 2"
"A_23_P153897"	"1"	"0.265976"	"1.2244844"	"-4.59"	"0.58969645"	"GNG7"	"G protein subunit gamma 7"
"A_24_P390650"	"1"	"0.265992"	"-1.2244378"	"-4.59"	"-0.74474556"	"LINC00324"	"long intergenic non-protein coding RNA 324"
"A_23_P166408"	"1"	"0.265999"	"1.2244173"	"-4.59"	"0.59462012"	"OSM"	"oncostatin M"
"A_24_P55356"	"1"	"0.266066"	"-1.2242276"	"-4.59"	"-0.64649336"	"AVL9"	"AVL9 cell migration associated"
"A_23_P6714"	"1"	"0.266082"	"1.2241833"	"-4.59"	"0.55258656"	"SENP7"	"SUMO1/sentrin specific peptidase 7"
"A_32_P127412"	"1"	"0.266085"	"1.2241733"	"-4.59"	"0.55209268"	""	""
"A_23_P17837"	"1"	"0.266099"	"-1.2241349"	"-4.59"	"-0.67175268"	"APOL1"	"apolipoprotein L1"
"A_32_P19431"	"1"	"0.266118"	"-1.2240807"	"-4.59"	"-0.6694479"	"HNRNPA1L2"	"heterogeneous nuclear ribonucleoprotein A1-like 2"
"A_23_P395111"	"1"	"0.266128"	"-1.2240503"	"-4.59"	"-0.65562185"	""	""
"A_32_P40375"	"1"	"0.266154"	"-1.2239777"	"-4.59"	"-0.64673951"	""	""
"A_24_P945408"	"1"	"0.266231"	"-1.2237584"	"-4.59"	"-0.70175136"	"ARMC9"	"armadillo repeat containing 9"
"A_23_P86623"	"1"	"0.266306"	"-1.2235452"	"-4.59"	"-0.93103698"	"ENTPD7"	"ectonucleoside triphosphate diphosphohydrolase 7"
"A_23_P217468"	"1"	"0.266357"	"1.2233991"	"-4.59"	"1.31470358"	"AFF2"	"AF4/FMR2 family member 2"
"A_23_P86550"	"1"	"0.266476"	"-1.2230609"	"-4.59"	"-0.56221671"	"EIF3A"	"eukaryotic translation initiation factor 3 subunit A"
"A_32_P102604"	"1"	"0.266615"	"1.2226672"	"-4.59"	"0.62407099"	""	""
"A_24_P921719"	"1"	"0.266641"	"-1.2225905"	"-4.59"	"-1.97270596"	""	""
"A_24_P271363"	"1"	"0.266659"	"-1.2225393"	"-4.59"	"-0.69137003"	"CDS2"	"CDP-diacylglycerol synthase 2"
"A_24_P394361"	"1"	"0.26673"	"-1.2223401"	"-4.59"	"-0.54937175"	"WDR19"	"WD repeat domain 19"
"A_24_P396489"	"1"	"0.266787"	"1.2221772"	"-4.59"	"0.58730369"	"SZRD1"	"SUZ RNA binding domain containing 1"
"A_24_P101771"	"1"	"0.266792"	"1.222164"	"-4.59"	"0.5684057"	""	""
"A_23_P5938"	"1"	"0.2669"	"1.2218574"	"-4.59"	"0.55394749"	"SOGA1"	"suppressor of glucose, autophagy associated 1"
"A_24_P229180"	"1"	"0.266919"	"-1.221803"	"-4.59"	"-1.16071811"	""	""
"A_24_P928639"	"1"	"0.266969"	"-1.2216605"	"-4.59"	"-1.06585808"	"CAPN15"	"calpain 15"
"A_32_P234849"	"1"	"0.266991"	"-1.2215967"	"-4.59"	"-0.77807439"	""	""
"A_32_P62997"	"1"	"0.267032"	"-1.2214803"	"-4.59"	"-0.7617492"	"PBK"	"PDZ binding kinase"
"A_24_P264413"	"1"	"0.267103"	"-1.2212787"	"-4.59"	"-0.80734825"	""	""
"A_32_P54553"	"1"	"0.267229"	"1.2209233"	"-4.59"	"0.72221742"	""	""
"A_23_P128993"	"1"	"0.267239"	"-1.2208926"	"-4.59"	"-0.81802022"	"GZMH"	"granzyme H"
"A_24_P81965"	"1"	"0.26724"	"-1.2208905"	"-4.59"	"-0.62251755"	"RAP2A"	"RAP2A, member of RAS oncogene family"
"A_24_P601972"	"1"	"0.267251"	"1.2208587"	"-4.59"	"0.62925621"	"C2orf74"	"chromosome 2 open reading frame 74"
"A_23_P111947"	"1"	"0.26735"	"1.2205796"	"-4.59"	"1.02637165"	"CDH17"	"cadherin 17"
"A_32_P542874"	"1"	"0.267393"	"1.2204576"	"-4.59"	"0.56366755"	""	""
"A_24_P852888"	"1"	"0.267396"	"1.2204474"	"-4.59"	"0.5819749"	""	""
"A_24_P282464"	"1"	"0.267403"	"-1.2204286"	"-4.59"	"-1.8069197"	""	""
"A_24_P942151"	"1"	"0.267539"	"1.2200428"	"-4.59"	"0.74067306"	""	""
"A_23_P362207"	"1"	"0.267543"	"-1.2200304"	"-4.59"	"-0.99016623"	"PIP4K2B"	"phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"A_24_P941148"	"1"	"0.267642"	"-1.2197508"	"-4.59"	"-0.98099794"	"HAUS6"	"HAUS augmin like complex subunit 6"
"A_24_P196188"	"1"	"0.267658"	"-1.219706"	"-4.59"	"-0.54952865"	"NXPH4"	"neurexophilin 4"
"A_24_P586450"	"1"	"0.267693"	"-1.2196056"	"-4.59"	"-1.8293485"	""	""
"A_23_P210158"	"1"	"0.267732"	"1.2194965"	"-4.59"	"0.69608635"	""	""
"A_32_P158786"	"1"	"0.267782"	"1.2193554"	"-4.59"	"0.57691087"	"C12orf56"	"chromosome 12 open reading frame 56"
"A_24_P694760"	"1"	"0.267835"	"-1.2192042"	"-4.59"	"-0.58849855"	"ERC1"	"ELKS/RAB6-interacting/CAST family member 1"
"A_23_P205789"	"1"	"0.267864"	"1.219122"	"-4.59"	"0.59378817"	"GABPB1"	"GA binding protein transcription factor beta subunit 1"
"A_32_P124238"	"1"	"0.267989"	"-1.2187693"	"-4.59"	"-1.81897913"	""	""
"A_23_P378416"	"1"	"0.268071"	"1.2185364"	"-4.59"	"1.1714772"	"GPM6B"	"glycoprotein M6B"
"A_32_P202182"	"1"	"0.268089"	"-1.2184847"	"-4.59"	"-1.55831196"	"SPDYE8P"	"speedy/RINGO cell cycle regulator family member E8, pseudogene"
"A_23_P395054"	"1"	"0.268107"	"1.2184341"	"-4.59"	"1.34445711"	"ANXA8L1"	"annexin A8-like 1"
"A_23_P76102"	"1"	"0.268149"	"-1.2183169"	"-4.59"	"-0.80883106"	"GDF11"	"growth differentiation factor 11"
"A_23_P106117"	"1"	"0.268192"	"-1.2181941"	"-4.59"	"-1.90989862"	"SIX6"	"SIX homeobox 6"
"A_23_P152262"	"1"	"0.268236"	"1.2180702"	"-4.59"	"0.9541651"	"DPEP1"	"dipeptidase 1 (renal)"
"A_24_P913146"	"1"	"0.268279"	"1.217947"	"-4.59"	"0.59425992"	"HOPX"	"HOP homeobox"
"A_24_P23190"	"1"	"0.268378"	"1.2176689"	"-4.59"	"0.55852009"	"CCDC117"	"coiled-coil domain containing 117"
"A_24_P204954"	"1"	"0.268421"	"1.217548"	"-4.59"	"0.83673934"	"SLC39A4"	"solute carrier family 39 member 4"
"A_24_P759584"	"1"	"0.26843"	"-1.2175203"	"-4.59"	"-1.1429319"	"DIO3OS"	"DIO3 opposite strand/antisense RNA (head to head)"
"A_23_P208812"	"1"	"0.268441"	"1.21749"	"-4.59"	"0.9926331"	"ZNF507"	"zinc finger protein 507"
"A_24_P548264"	"1"	"0.268446"	"-1.2174758"	"-4.59"	"-0.63566726"	""	""
"A_24_P252794"	"1"	"0.268472"	"-1.2174017"	"-4.59"	"-0.62276648"	"CUL2"	"cullin 2"
"A_32_P128391"	"1"	"0.26851"	"1.2172946"	"-4.59"	"0.57668823"	"LINC01137"	"long intergenic non-protein coding RNA 1137"
"A_32_P151378"	"1"	"0.268511"	"1.2172918"	"-4.59"	"0.61644193"	""	""
"A_23_P62890"	"1"	"0.268519"	"1.2172699"	"-4.59"	"0.80087554"	"GBP1"	"guanylate binding protein 1"
"A_32_P109165"	"1"	"0.26853"	"1.2172401"	"-4.59"	"0.66967031"	"GINS3"	"GINS complex subunit 3"
"A_23_P213306"	"1"	"0.268577"	"1.2171048"	"-4.59"	"0.64493125"	"KLF3"	"Kruppel like factor 3"
"A_23_P161424"	"1"	"0.268645"	"-1.2169135"	"-4.59"	"-0.7262754"	"PLXDC2"	"plexin domain containing 2"
"A_23_P151179"	"1"	"0.268662"	"-1.2168663"	"-4.59"	"-0.79801219"	"C12orf43"	"chromosome 12 open reading frame 43"
"A_32_P65706"	"1"	"0.268675"	"1.2168289"	"-4.59"	"0.74761138"	""	""
"A_24_P318990"	"1"	"0.268692"	"-1.2167824"	"-4.59"	"-0.7772258"	"IGLL5"	"immunoglobulin lambda like polypeptide 5"
"A_23_P46482"	"1"	"0.26873"	"1.2166729"	"-4.59"	"1.33265612"	"IL20"	"interleukin 20"
"A_23_P44996"	"1"	"0.26876"	"-1.2165879"	"-4.59"	"-1.93151573"	"S100G"	"S100 calcium binding protein G"
"A_23_P41009"	"1"	"0.26886"	"1.2163083"	"-4.59"	"0.55135132"	"TEX264"	"testis expressed 264"
"A_32_P212958"	"1"	"0.26892"	"1.2161388"	"-4.59"	"0.70029289"	""	""
"A_23_P377935"	"1"	"0.26893"	"1.2161096"	"-4.59"	"0.56934241"	""	""
"A_23_P207541"	"1"	"0.26896"	"-1.2160239"	"-4.59"	"-0.59150789"	"SYNRG"	"synergin, gamma"
"A_32_P17484"	"1"	"0.269055"	"-1.2157577"	"-4.59"	"-0.79508491"	"LOC101928377"	"uncharacterized LOC101928377"
"A_23_P167711"	"1"	"0.269094"	"-1.2156475"	"-4.59"	"-0.55135785"	"MFAP3"	"microfibrillar associated protein 3"
"A_32_P6408"	"1"	"0.269101"	"1.2156266"	"-4.59"	"1.36507615"	"ZNF853"	"zinc finger protein 853"
"A_23_P205500"	"1"	"0.269128"	"1.2155507"	"-4.59"	"0.69012749"	""	""
"A_23_P121665"	"1"	"0.269144"	"1.2155068"	"-4.59"	"0.60984062"	"SORCS2"	"sortilin related VPS10 domain containing receptor 2"
"A_24_P205100"	"1"	"0.26915"	"-1.2154878"	"-4.59"	"-0.72989474"	""	""
"A_24_P67980"	"1"	"0.269228"	"1.2152691"	"-4.59"	"0.61409552"	"LOC100129447"	"uncharacterized LOC100129447"
"A_23_P214908"	"1"	"0.26923"	"1.2152632"	"-4.59"	"0.67922878"	"MTHFD1L"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
"A_32_P214860"	"1"	"0.269235"	"-1.2152495"	"-4.59"	"-0.62945236"	""	""
"A_24_P300021"	"1"	"0.269236"	"1.2152471"	"-4.59"	"0.65407327"	"SHOX2"	"short stature homeobox 2"
"A_32_P69136"	"1"	"0.269417"	"1.2147355"	"-4.59"	"0.70026405"	""	""
"A_23_P163235"	"1"	"0.269449"	"1.2146475"	"-4.59"	"0.5498006"	"CKMT1A"	"creatine kinase, mitochondrial 1A"
"A_24_P916979"	"1"	"0.269476"	"1.2145691"	"-4.59"	"0.56303884"	""	""
"A_23_P168324"	"1"	"0.269483"	"1.2145514"	"-4.59"	"0.59427292"	"KIAA0319"	"KIAA0319"
"A_24_P156635"	"1"	"0.269499"	"1.214506"	"-4.59"	"0.70151062"	"TEX35"	"testis expressed 35"
"A_23_P126120"	"1"	"0.269562"	"1.2143269"	"-4.59"	"1.28946905"	"CENPL"	"centromere protein L"
"A_24_P270345"	"1"	"0.269609"	"1.2141949"	"-4.59"	"0.85890238"	"ZIC5"	"Zic family member 5"
"A_23_P68452"	"1"	"0.269627"	"1.2141456"	"-4.59"	"0.55012946"	"SLC35C2"	"solute carrier family 35 member C2"
"A_23_P152992"	"1"	"0.26967"	"1.214023"	"-4.59"	"0.63384006"	"TMC8"	"transmembrane channel like 8"
"A_23_P129064"	"1"	"0.269796"	"-1.2136689"	"-4.59"	"-1.15485936"	"GATM"	"glycine amidinotransferase"
"A_23_P108883"	"1"	"0.269799"	"-1.21366"	"-4.59"	"-0.88057064"	"KCNK12"	"potassium two pore domain channel subfamily K member 12"
"A_32_P136351"	"1"	"0.269857"	"-1.2134974"	"-4.59"	"-0.7013596"	"SLITRK1"	"SLIT and NTRK like family member 1"
"A_24_P286687"	"1"	"0.269867"	"1.2134702"	"-4.59"	"1.25472263"	"ZDHHC2"	"zinc finger DHHC-type containing 2"
"A_24_P472455"	"1"	"0.269884"	"-1.2134222"	"-4.59"	"-0.59665063"	"ARF6"	"ADP ribosylation factor 6"
"A_23_P202280"	"1"	"0.269896"	"1.2133876"	"-4.59"	"0.60582614"	"VCL"	"vinculin"
"A_24_P247660"	"1"	"0.269949"	"-1.213238"	"-4.59"	"-0.58060497"	"HN1"	"hematological and neurological expressed 1"
"A_23_P208779"	"1"	"0.269969"	"1.2131827"	"-4.59"	"0.55521969"	"EPS8L1"	"EPS8 like 1"
"A_24_P3140"	"1"	"0.270073"	"-1.212889"	"-4.59"	"-0.56231355"	"ZNF638"	"zinc finger protein 638"
"A_23_P46781"	"1"	"0.270086"	"1.2128538"	"-4.59"	"1.26430266"	"ITGA8"	"integrin subunit alpha 8"
"A_23_P41734"	"1"	"0.270092"	"-1.2128361"	"-4.59"	"-0.55347783"	"RNF130"	"ring finger protein 130"
"A_23_P90780"	"1"	"0.270103"	"-1.2128056"	"-4.59"	"-0.60498607"	""	""
"A_32_P198005"	"1"	"0.270115"	"1.2127736"	"-4.59"	"1.08847378"	""	""
"A_32_P114146"	"1"	"0.270203"	"1.2125244"	"-4.59"	"0.67794982"	""	""
"A_23_P121234"	"1"	"0.270204"	"1.2125214"	"-4.59"	"0.81433257"	""	""
"A_23_P256603"	"1"	"0.270301"	"-1.2122496"	"-4.59"	"-0.71715619"	"AFDN"	"afadin, adherens junction formation factor"
"A_32_P503015"	"1"	"0.270312"	"1.2122184"	"-4.59"	"0.5960973"	"WAC"	"WW domain containing adaptor with coiled-coil"
"A_24_P707860"	"1"	"0.270319"	"1.2121983"	"-4.59"	"1.20140651"	""	""
"A_23_P361419"	"1"	"0.270329"	"-1.2121701"	"-4.59"	"-0.7106414"	"DEPDC1B"	"DEP domain containing 1B"
"A_23_P98686"	"1"	"0.270338"	"1.2121447"	"-4.59"	"0.7472239"	"PGGHG"	"protein-glucosylgalactosylhydroxylysine glucosidase"
"A_32_P200724"	"1"	"0.27037"	"1.2120564"	"-4.59"	"0.61231095"	"FAM19A2"	"family with sequence similarity 19 member A2, C-C motif chemokine like"
"A_23_P128351"	"1"	"0.270412"	"1.2119389"	"-4.59"	"0.96476648"	"CRACR2A"	"calcium release activated channel regulator 2A"
"A_32_P87043"	"1"	"0.270434"	"1.2118753"	"-4.59"	"0.92805774"	"DLEU1"	"deleted in lymphocytic leukemia 1"
"A_24_P636974"	"1"	"0.270458"	"1.2118099"	"-4.59"	"0.71737671"	""	""
"A_24_P99090"	"1"	"0.270489"	"1.2117228"	"-4.59"	"0.56812715"	"CKAP2"	"cytoskeleton associated protein 2"
"A_23_P154522"	"1"	"0.270496"	"1.2117011"	"-4.59"	"0.64517362"	"MTA3"	"metastasis associated 1 family member 3"
"A_32_P192842"	"1"	"0.270559"	"-1.2115252"	"-4.59"	"-0.93856655"	""	""
"A_32_P197393"	"1"	"0.270597"	"1.2114192"	"-4.59"	"1.32631743"	""	""
"A_24_P902345"	"1"	"0.27061"	"1.2113823"	"-4.59"	"1.25036593"	""	""
"A_23_P352684"	"1"	"0.270611"	"-1.2113801"	"-4.59"	"-0.72879721"	"DCAF5"	"DDB1 and CUL4 associated factor 5"
"A_23_P132763"	"1"	"0.270642"	"1.2112919"	"-4.59"	"0.57821076"	"VGLL3"	"vestigial like family member 3"
"A_32_P168053"	"1"	"0.270647"	"1.2112785"	"-4.59"	"0.62307973"	""	""
"A_24_P748389"	"1"	"0.270664"	"1.2112295"	"-4.59"	"0.69155281"	""	""
"A_23_P46131"	"1"	"0.270688"	"1.211164"	"-4.59"	"0.71186258"	"FAM110D"	"family with sequence similarity 110 member D"
"A_32_P185718"	"1"	"0.270722"	"1.2110683"	"-4.59"	"0.68719693"	""	""
"A_32_P856141"	"1"	"0.270746"	"-1.2110016"	"-4.59"	"-1.13255405"	"NFYC-AS1"	"NFYC antisense RNA 1"
"A_23_P148793"	"1"	"0.270818"	"1.2107986"	"-4.59"	"0.61179106"	"FMO9P"	"flavin containing monooxygenase 9 pseudogene"
"A_24_P353208"	"1"	"0.270942"	"1.2104513"	"-4.59"	"0.89331145"	"SIRPG"	"signal regulatory protein gamma"
"A_32_P222496"	"1"	"0.270955"	"1.2104133"	"-4.59"	"0.56970689"	""	""
"A_23_P113019"	"1"	"0.270956"	"1.2104126"	"-4.59"	"1.04328549"	"HCN1"	"hyperpolarization activated cyclic nucleotide gated potassium channel 1"
"A_24_P123768"	"1"	"0.270986"	"-1.2103275"	"-4.59"	"-0.5791447"	"EIF2AK1"	"eukaryotic translation initiation factor 2 alpha kinase 1"
"A_32_P18440"	"1"	"0.271016"	"-1.2102432"	"-4.59"	"-0.60152046"	"ARID5B"	"AT-rich interaction domain 5B"
"A_23_P17560"	"1"	"0.271098"	"-1.2100145"	"-4.59"	"-0.73553429"	"KIF3B"	"kinesin family member 3B"
"A_32_P207243"	"1"	"0.271161"	"-1.209837"	"-4.59"	"-0.87546182"	""	""
"A_32_P209163"	"1"	"0.271198"	"1.2097338"	"-4.59"	"0.55505912"	""	""
"A_32_P25889"	"1"	"0.271337"	"-1.209345"	"-4.59"	"-0.57205218"	"NFE4"	"nuclear factor, erythroid 4"
"A_23_P336678"	"1"	"0.271347"	"1.2093161"	"-4.59"	"0.75814036"	"GPHB5"	"glycoprotein hormone beta 5"
"A_24_P637257"	"1"	"0.271356"	"1.2092904"	"-4.59"	"0.56579579"	"LINC01420"	"long intergenic non-protein coding RNA 1420"
"A_23_P52362"	"1"	"0.271364"	"1.2092671"	"-4.59"	"0.63198706"	"SLC18A3"	"solute carrier family 18 member A3"
"A_24_P501698"	"1"	"0.271397"	"-1.2091771"	"-4.59"	"-0.67063467"	""	""
"A_32_P40744"	"1"	"0.271399"	"1.20917"	"-4.59"	"0.73044551"	""	""
"A_24_P38143"	"1"	"0.271441"	"-1.2090518"	"-4.59"	"-0.57391094"	"AHI1"	"Abelson helper integration site 1"
"A_32_P127779"	"1"	"0.271517"	"1.2088412"	"-4.59"	"0.63602357"	"SLC9B1"	"solute carrier family 9 member B1"
"A_23_P212535"	"1"	"0.271555"	"-1.2087348"	"-4.59"	"-0.59299853"	"CHMP2B"	"charged multivesicular body protein 2B"
"A_23_P404965"	"1"	"0.271584"	"-1.2086526"	"-4.59"	"-0.58082572"	"GNL1"	"G protein nucleolar 1 (putative)"
"A_32_P67837"	"1"	"0.271624"	"-1.2085419"	"-4.59"	"-0.62040489"	""	""
"A_32_P113110"	"1"	"0.271725"	"1.2082596"	"-4.59"	"0.7792998"	"CCAT1"	"colon cancer associated transcript 1 (non-protein coding)"
"A_32_P130641"	"1"	"0.271763"	"-1.2081509"	"-4.59"	"-0.78673735"	"STARD9"	"StAR related lipid transfer domain containing 9"
"A_24_P84719"	"1"	"0.271796"	"-1.20806"	"-4.59"	"-0.58976155"	""	""
"A_23_P118633"	"1"	"0.271971"	"1.2075713"	"-4.59"	"0.56392135"	"SPATA20"	"spermatogenesis associated 20"
"A_23_P97296"	"1"	"0.271998"	"-1.2074948"	"-4.59"	"-0.55155041"	"NECAP2"	"NECAP endocytosis associated 2"
"A_24_P31165"	"1"	"0.272048"	"-1.2073546"	"-4.59"	"-0.65266758"	"GFAP"	"glial fibrillary acidic protein"
"A_32_P58977"	"1"	"0.272092"	"-1.2072339"	"-4.59"	"-0.71149131"	""	""
"A_23_P88554"	"1"	"0.272145"	"-1.2070847"	"-4.59"	"-0.63079204"	""	""
"A_24_P170717"	"1"	"0.272214"	"1.2068907"	"-4.59"	"0.58337894"	"SSC5D"	"scavenger receptor cysteine rich family member with 5 domains"
"A_23_P26534"	"1"	"0.272269"	"1.2067388"	"-4.59"	"0.6752425"	"HCFC1R1"	"host cell factor C1 regulator 1"
"A_23_P58321"	"1"	"0.272337"	"-1.2065496"	"-4.59"	"-0.78721405"	"CCNA2"	"cyclin A2"
"A_23_P138541"	"1"	"0.272346"	"1.2065242"	"-4.59"	"0.6413799"	"AKR1C3"	"aldo-keto reductase family 1, member C3"
"A_23_P51580"	"1"	"0.272465"	"-1.2061915"	"-4.59"	"-0.55044175"	"HSD3B2"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
"A_23_P31389"	"1"	"0.272521"	"-1.2060355"	"-4.59"	"-0.74319655"	"TRA2A"	"transformer 2 alpha homolog"
"A_23_P109843"	"1"	"0.27255"	"-1.2059533"	"-4.59"	"-0.57466862"	"IL5RA"	"interleukin 5 receptor subunit alpha"
"A_24_P221858"	"1"	"0.27264"	"-1.2057028"	"-4.59"	"-1.89595497"	"PIWIL3"	"piwi like RNA-mediated gene silencing 3"
"A_32_P222355"	"1"	"0.272695"	"1.2055497"	"-4.59"	"0.6241468"	""	""
"A_24_P143171"	"1"	"0.272803"	"1.2052488"	"-4.59"	"0.64858352"	"TMEM47"	"transmembrane protein 47"
"A_24_P933618"	"1"	"0.272838"	"1.2051523"	"-4.59"	"0.70672602"	""	""
"A_23_P113656"	"1"	"0.272898"	"1.2049853"	"-4.59"	"0.63250311"	"TUBB4A"	"tubulin beta 4A class IVa"
"A_23_P30223"	"1"	"0.272905"	"-1.2049642"	"-4.59"	"-0.55064304"	"SRD5A1"	"steroid 5 alpha-reductase 1"
"A_23_P161983"	"1"	"0.272964"	"1.2048007"	"-4.59"	"0.68876373"	"MRGPRX4"	"MAS related GPR family member X4"
"A_23_P415411"	"1"	"0.273003"	"-1.204692"	"-4.59"	"-0.67920242"	"HIST1H4E"	"histone cluster 1, H4e"
"A_24_P147252"	"1"	"0.273071"	"-1.2045016"	"-4.59"	"-0.62574075"	"ZNF23"	"zinc finger protein 23"
"A_24_P63380"	"1"	"0.273111"	"-1.2043914"	"-4.59"	"-1.52946354"	"BMPR1B"	"bone morphogenetic protein receptor type 1B"
"A_23_P131036"	"1"	"0.273118"	"-1.2043713"	"-4.59"	"-1.08895916"	"UPK1A-AS1"	"UPK1A antisense RNA 1"
"A_23_P253451"	"1"	"0.273139"	"-1.2043126"	"-4.59"	"-2.08665064"	"SLC7A14"	"solute carrier family 7 member 14"
"A_23_P23074"	"1"	"0.273152"	"1.2042768"	"-4.59"	"0.67411203"	"IFI44"	"interferon induced protein 44"
"A_23_P360215"	"1"	"0.273208"	"1.2041221"	"-4.59"	"0.56041959"	"POLD4"	"DNA polymerase delta 4, accessory subunit"
"A_32_P429872"	"1"	"0.273215"	"1.2041001"	"-4.59"	"0.69527972"	"IER3IP1"	"immediate early response 3 interacting protein 1"
"A_23_P95619"	"1"	"0.273266"	"1.2039588"	"-4.59"	"1.18138015"	"GLOD5"	"glyoxalase domain containing 5"
"A_23_P404730"	"1"	"0.273318"	"1.2038161"	"-4.59"	"0.70131561"	"ARHGAP33"	"Rho GTPase activating protein 33"
"A_24_P141804"	"1"	"0.273332"	"-1.2037754"	"-4.59"	"-0.60016779"	"TMTC3"	"transmembrane and tetratricopeptide repeat containing 3"
"A_24_P924371"	"1"	"0.273361"	"-1.2036949"	"-4.59"	"-0.60144783"	""	""
"A_32_P169692"	"1"	"0.273419"	"1.2035328"	"-4.59"	"0.86499894"	""	""
"A_24_P75056"	"1"	"0.273419"	"-1.2035327"	"-4.59"	"-0.61825085"	"POLD3"	"DNA polymerase delta 3, accessory subunit"
"A_24_P933801"	"1"	"0.273431"	"1.2035008"	"-4.59"	"0.54310363"	"PEAK1"	"pseudopodium enriched atypical kinase 1"
"A_24_P942385"	"1"	"0.273474"	"1.2033795"	"-4.59"	"0.74540154"	"ARHGAP44"	"Rho GTPase activating protein 44"
"A_23_P78201"	"1"	"0.273508"	"-1.2032871"	"-4.59"	"-0.91444527"	"KRT35"	"keratin 35"
"A_23_P320684"	"1"	"0.273562"	"-1.2031347"	"-4.59"	"-0.59630778"	"VPS41"	"VPS41, HOPS complex subunit"
"A_23_P134517"	"1"	"0.273565"	"1.2031289"	"-4.59"	"0.62754006"	"PURB"	"purine rich element binding protein B"
